Timestamp,Traded Instrument,Traded Side,Traded Price,Traded Volume
21:10:02,ESX-FUTURE,BID,3006.0,1140
21:10:04,ESX-FUTURE,BID,3006.0,545
21:10:04,SP-FUTURE,ASK,3061.0,1277
21:10:05,SP-FUTURE,ASK,3061.0,1881
21:10:05,ESX-FUTURE,BID,3010.0,245
21:10:06,ESX-FUTURE,BID,3010.0,677
21:10:07,SP-FUTURE,BID,3060.0,22
21:10:07,ESX-FUTURE,BID,3010.0,647
21:10:07,SP-FUTURE,BID,3060.0,832
21:10:08,SP-FUTURE,ASK,3060.0,514
21:10:09,ESX-FUTURE,BID,3009.0,385
21:10:09,SP-FUTURE,ASK,3060.0,715
21:10:09,ESX-FUTURE,ASK,3010.0,50
21:10:10,ESX-FUTURE,ASK,3010.0,802
21:10:10,ESX-FUTURE,BID,3010.0,403
21:10:11,SP-FUTURE,ASK,3060.0,37
21:10:11,ESX-FUTURE,ASK,3010.0,1375
21:10:12,SP-FUTURE,BID,3060.0,116
21:10:13,ESX-FUTURE,ASK,3010.0,132
21:10:13,SP-FUTURE,BID,3060.0,18
21:10:13,SP-FUTURE,ASK,3061.0,778
21:10:14,ESX-FUTURE,BID,3010.0,24
21:10:14,SP-FUTURE,ASK,3061.0,788
21:10:15,ESX-FUTURE,BID,3010.0,99
21:10:15,SP-FUTURE,ASK,3060.0,85
21:10:16,ESX-FUTURE,BID,3010.0,398
21:10:16,SP-FUTURE,BID,3060.0,223
21:10:17,ESX-FUTURE,ASK,3010.0,1035
21:10:17,ESX-FUTURE,ASK,3010.0,139
21:10:18,SP-FUTURE,ASK,3061.0,917
21:10:19,SP-FUTURE,BID,3061.0,261
21:10:19,ESX-FUTURE,BID,3010.0,458
21:10:20,SP-FUTURE,BID,3061.0,1040
21:10:21,ESX-FUTURE,ASK,3010.0,813
21:10:21,SP-FUTURE,BID,3061.0,664
21:10:22,ESX-FUTURE,ASK,3010.0,52
21:10:23,SP-FUTURE,BID,3061.0,36
21:10:23,ESX-FUTURE,BID,3010.0,1159
21:10:24,ESX-FUTURE,BID,3010.0,755
21:10:25,ESX-FUTURE,ASK,3010.0,732
21:10:25,SP-FUTURE,ASK,3060.0,14
21:10:26,SP-FUTURE,BID,3060.0,97
21:10:26,ESX-FUTURE,ASK,3010.0,5
21:10:27,ESX-FUTURE,ASK,3010.0,1384
21:10:27,SP-FUTURE,ASK,3061.0,571
21:10:28,ESX-FUTURE,ASK,3010.0,678
21:10:28,SP-FUTURE,BID,3061.0,174
21:10:29,ESX-FUTURE,ASK,3010.0,1660
21:10:29,SP-FUTURE,ASK,3063.0,165
21:10:29,ESX-FUTURE,ASK,3010.0,410
21:10:30,ESX-FUTURE,ASK,3010.0,986
21:10:30,SP-FUTURE,ASK,3063.0,563
21:10:31,ESX-FUTURE,BID,3010.0,1427
21:10:31,ESX-FUTURE,BID,3010.0,293
21:10:32,SP-FUTURE,BID,3062.0,993
21:10:33,SP-FUTURE,ASK,3062.0,181
21:10:33,ESX-FUTURE,BID,3009.0,850
21:10:33,ESX-FUTURE,BID,3009.0,181
21:10:33,ESX-FUTURE,ASK,3009.0,285
21:10:34,ESX-FUTURE,ASK,3009.0,341
21:10:35,SP-FUTURE,BID,3062.0,79
21:10:35,SP-FUTURE,ASK,3062.0,1697
21:10:36,SP-FUTURE,ASK,3062.0,2430
21:10:36,ESX-FUTURE,ASK,3013.0,159
21:10:37,SP-FUTURE,BID,3062.0,377
21:10:37,SP-FUTURE,BID,3062.0,519
21:10:38,ESX-FUTURE,ASK,3013.0,16
21:10:38,SP-FUTURE,BID,3062.0,508
21:10:38,SP-FUTURE,BID,3062.0,150
21:10:38,ESX-FUTURE,BID,3012.0,1641
21:10:39,ESX-FUTURE,ASK,3013.0,102
21:10:39,ESX-FUTURE,BID,3012.0,1647
21:10:40,SP-FUTURE,BID,3059.0,329
21:10:40,SP-FUTURE,BID,3059.0,176
21:10:40,ESX-FUTURE,ASK,3013.0,2199
21:10:40,ESX-FUTURE,ASK,3013.0,30
21:10:41,SP-FUTURE,ASK,3060.0,568
21:10:41,ESX-FUTURE,BID,3013.0,380
21:10:41,SP-FUTURE,ASK,3060.0,358
21:10:42,SP-FUTURE,BID,3060.0,81
21:10:42,ESX-FUTURE,ASK,3013.0,1247
21:10:43,SP-FUTURE,ASK,3061.0,14
21:10:43,SP-FUTURE,BID,3061.0,416
21:10:43,ESX-FUTURE,ASK,3013.0,17
21:10:44,ESX-FUTURE,ASK,3013.0,232
21:10:45,SP-FUTURE,ASK,3062.0,257
21:10:46,SP-FUTURE,BID,3061.0,150
21:10:46,ESX-FUTURE,ASK,3013.0,123
21:10:46,ESX-FUTURE,BID,3013.0,238
21:10:46,SP-FUTURE,ASK,3061.0,29
21:10:47,ESX-FUTURE,BID,3013.0,555
21:10:47,SP-FUTURE,ASK,3061.0,21
21:10:48,ESX-FUTURE,BID,3013.0,196
21:10:48,ESX-FUTURE,ASK,3013.0,1071
21:10:49,SP-FUTURE,BID,3062.0,88
21:10:49,ESX-FUTURE,BID,3013.0,443
21:10:49,SP-FUTURE,ASK,3062.0,139
21:10:51,ESX-FUTURE,ASK,3013.0,973
21:10:52,SP-FUTURE,BID,3062.0,444
21:10:52,ESX-FUTURE,BID,3012.0,612
21:10:53,SP-FUTURE,ASK,3062.0,1558
21:10:53,SP-FUTURE,ASK,3062.0,1336
21:10:53,ESX-FUTURE,ASK,3015.0,111
21:10:53,SP-FUTURE,ASK,3062.0,582
21:10:55,ESX-FUTURE,BID,3015.0,79
21:10:55,SP-FUTURE,BID,3062.0,169
21:10:55,ESX-FUTURE,BID,3015.0,163
21:10:55,ESX-FUTURE,BID,3015.0,122
21:10:55,SP-FUTURE,ASK,3062.0,1347
21:10:56,ESX-FUTURE,BID,3015.0,1192
21:10:56,SP-FUTURE,BID,3061.0,1110
21:10:57,ESX-FUTURE,ASK,3015.0,2346
21:10:57,ESX-FUTURE,ASK,3015.0,223
21:10:58,ESX-FUTURE,ASK,3015.0,1554
21:10:58,SP-FUTURE,ASK,3065.0,106
21:10:59,ESX-FUTURE,ASK,3015.0,529
21:10:59,SP-FUTURE,ASK,3066.0,1223
21:11:00,SP-FUTURE,BID,3065.0,661
21:11:00,ESX-FUTURE,BID,3015.0,3
21:11:01,SP-FUTURE,ASK,3066.0,748
21:11:01,ESX-FUTURE,ASK,3016.0,124
21:11:02,SP-FUTURE,BID,3065.0,334
21:11:02,ESX-FUTURE,ASK,3016.0,531
21:11:02,ESX-FUTURE,ASK,3016.0,827
21:11:03,SP-FUTURE,ASK,3066.0,201
21:11:04,SP-FUTURE,ASK,3066.0,114
21:11:05,ESX-FUTURE,BID,3015.0,1585
21:11:05,SP-FUTURE,ASK,3066.0,1670
21:11:05,ESX-FUTURE,ASK,3016.0,11
21:11:06,ESX-FUTURE,BID,3015.0,1255
21:11:06,SP-FUTURE,ASK,3066.0,101
21:11:07,SP-FUTURE,ASK,3066.0,270
21:11:07,ESX-FUTURE,ASK,3016.0,1129
21:11:07,SP-FUTURE,BID,3066.0,1648
21:11:08,SP-FUTURE,ASK,3067.0,350
21:11:08,ESX-FUTURE,BID,3015.0,838
21:11:09,SP-FUTURE,BID,3066.0,279
21:11:09,ESX-FUTURE,BID,3015.0,31
21:11:10,SP-FUTURE,ASK,3066.0,1338
21:11:10,ESX-FUTURE,BID,3015.0,1012
21:11:11,SP-FUTURE,BID,3065.0,1089
21:11:11,ESX-FUTURE,ASK,3015.0,202
21:11:12,ESX-FUTURE,BID,3015.0,309
21:11:12,SP-FUTURE,ASK,3066.0,322
21:11:12,SP-FUTURE,ASK,3066.0,134
21:11:13,ESX-FUTURE,BID,3015.0,260
21:11:14,SP-FUTURE,BID,3065.0,190
21:11:14,ESX-FUTURE,BID,3015.0,18
21:11:15,SP-FUTURE,BID,3065.0,716
21:11:15,SP-FUTURE,BID,3065.0,29
21:11:15,ESX-FUTURE,ASK,3015.0,113
21:11:16,SP-FUTURE,ASK,3066.0,599
21:11:17,ESX-FUTURE,BID,3015.0,305
21:11:17,ESX-FUTURE,BID,3015.0,700
21:11:18,ESX-FUTURE,ASK,3015.0,298
21:11:18,ESX-FUTURE,ASK,3015.0,574
21:11:19,SP-FUTURE,BID,3066.0,24
21:11:20,ESX-FUTURE,ASK,3015.0,148
21:11:20,SP-FUTURE,BID,3066.0,254
21:11:20,ESX-FUTURE,BID,3015.0,579
21:11:20,ESX-FUTURE,BID,3015.0,323
21:11:20,SP-FUTURE,BID,3065.0,729
21:11:20,SP-FUTURE,BID,3065.0,322
21:11:22,SP-FUTURE,BID,3065.0,377
21:11:22,ESX-FUTURE,ASK,3014.0,47
21:11:23,SP-FUTURE,BID,3065.0,475
21:11:24,ESX-FUTURE,ASK,3014.0,416
21:11:24,ESX-FUTURE,ASK,3014.0,966
21:11:25,ESX-FUTURE,ASK,3014.0,282
21:11:25,SP-FUTURE,ASK,3066.0,53
21:11:26,SP-FUTURE,BID,3066.0,277
21:11:26,ESX-FUTURE,BID,3014.0,12
21:11:27,SP-FUTURE,BID,3066.0,49
21:11:28,ESX-FUTURE,BID,3014.0,87
21:11:28,SP-FUTURE,BID,3066.0,159
21:11:29,SP-FUTURE,BID,3066.0,17
21:11:29,ESX-FUTURE,ASK,3014.0,462
21:11:30,SP-FUTURE,ASK,3067.0,1170
21:11:31,ESX-FUTURE,ASK,3014.0,107
21:11:32,ESX-FUTURE,ASK,3014.0,111
21:11:32,SP-FUTURE,ASK,3067.0,799
21:11:32,SP-FUTURE,BID,3066.0,156
21:11:32,ESX-FUTURE,ASK,3014.0,650
21:11:33,ESX-FUTURE,BID,3014.0,115
21:11:33,SP-FUTURE,BID,3067.0,2
21:11:33,ESX-FUTURE,ASK,3014.0,240
21:11:34,ESX-FUTURE,ASK,3014.0,234
21:11:34,SP-FUTURE,ASK,3067.0,499
21:11:36,SP-FUTURE,ASK,3067.0,94
21:11:36,ESX-FUTURE,ASK,3015.0,5
21:11:37,SP-FUTURE,ASK,3067.0,81
21:11:37,ESX-FUTURE,BID,3014.0,356
21:11:38,SP-FUTURE,ASK,3067.0,48
21:11:38,ESX-FUTURE,BID,3015.0,44
21:11:38,SP-FUTURE,BID,3067.0,1895
21:11:39,ESX-FUTURE,BID,3012.0,71
21:11:39,SP-FUTURE,ASK,3067.0,205
21:11:40,ESX-FUTURE,BID,3012.0,11
21:11:40,SP-FUTURE,BID,3067.0,572
21:11:40,SP-FUTURE,ASK,3067.0,458
21:11:41,ESX-FUTURE,ASK,3013.0,1493
21:11:41,SP-FUTURE,ASK,3068.0,66
21:11:42,SP-FUTURE,ASK,3068.0,224
21:11:43,ESX-FUTURE,ASK,3013.0,1935
21:11:44,ESX-FUTURE,BID,3012.0,26
21:11:44,SP-FUTURE,ASK,3070.0,1428
21:11:44,ESX-FUTURE,ASK,3014.0,361
21:11:44,ESX-FUTURE,BID,3013.0,1985
21:11:45,ESX-FUTURE,ASK,3014.0,457
21:11:46,SP-FUTURE,ASK,3069.0,686
21:11:46,ESX-FUTURE,BID,3014.0,55
21:11:47,ESX-FUTURE,ASK,3014.0,2510
21:11:47,ESX-FUTURE,BID,3014.0,49
21:11:48,SP-FUTURE,BID,3072.0,957
21:11:48,ESX-FUTURE,BID,3013.0,487
21:11:48,ESX-FUTURE,BID,3013.0,358
21:11:48,ESX-FUTURE,BID,3013.0,424
21:11:49,SP-FUTURE,BID,3071.0,709
21:11:50,ESX-FUTURE,BID,3013.0,260
21:11:50,ESX-FUTURE,BID,3013.0,1254
21:11:51,SP-FUTURE,BID,3070.0,256
21:11:51,ESX-FUTURE,ASK,3013.0,262
21:11:52,ESX-FUTURE,BID,3013.0,68
21:11:52,SP-FUTURE,BID,3070.0,886
21:11:52,SP-FUTURE,ASK,3070.0,51
21:11:53,SP-FUTURE,BID,3070.0,258
21:11:53,ESX-FUTURE,BID,3013.0,1636
21:11:54,SP-FUTURE,BID,3068.0,238
21:11:54,ESX-FUTURE,ASK,3013.0,24
21:11:56,ESX-FUTURE,ASK,3013.0,27
21:11:56,SP-FUTURE,ASK,3069.0,72
21:11:56,SP-FUTURE,BID,3068.0,357
21:11:57,SP-FUTURE,BID,3068.0,165
21:11:57,ESX-FUTURE,BID,3013.0,46
21:11:57,SP-FUTURE,ASK,3069.0,19
21:11:58,ESX-FUTURE,ASK,3013.0,212
21:11:58,ESX-FUTURE,BID,3013.0,101
21:11:59,SP-FUTURE,BID,3068.0,2068
21:11:59,ESX-FUTURE,BID,3010.0,1635
21:11:59,SP-FUTURE,BID,3067.0,93
21:12:00,SP-FUTURE,BID,3067.0,258
21:12:00,ESX-FUTURE,ASK,3010.0,733
21:12:00,ESX-FUTURE,ASK,3010.0,507
21:12:00,SP-FUTURE,BID,3068.0,109
21:12:01,ESX-FUTURE,ASK,3010.0,173
21:12:02,SP-FUTURE,ASK,3068.0,526
21:12:02,SP-FUTURE,BID,3068.0,189
21:12:02,ESX-FUTURE,BID,3010.0,142
21:12:03,ESX-FUTURE,BID,3010.0,438
21:12:03,SP-FUTURE,ASK,3068.0,1207
21:12:03,ESX-FUTURE,ASK,3011.0,136
21:12:04,SP-FUTURE,BID,3067.0,209
21:12:05,ESX-FUTURE,BID,3011.0,132
21:12:05,SP-FUTURE,ASK,3068.0,1398
21:12:05,ESX-FUTURE,ASK,3012.0,1496
21:12:06,ESX-FUTURE,BID,3011.0,611
21:12:07,SP-FUTURE,BID,3068.0,236
21:12:08,ESX-FUTURE,BID,3011.0,3
21:12:09,SP-FUTURE,ASK,3068.0,905
21:12:09,SP-FUTURE,BID,3068.0,59
21:12:10,ESX-FUTURE,ASK,3012.0,221
21:12:10,ESX-FUTURE,BID,3012.0,81
21:12:10,SP-FUTURE,BID,3068.0,673
21:12:10,ESX-FUTURE,BID,3011.0,642
21:12:10,ESX-FUTURE,ASK,3012.0,384
21:12:11,SP-FUTURE,ASK,3068.0,221
21:12:11,ESX-FUTURE,ASK,3012.0,321
21:12:12,ESX-FUTURE,ASK,3012.0,106
21:12:12,SP-FUTURE,ASK,3068.0,16
21:12:13,ESX-FUTURE,BID,3011.0,1365
21:12:13,ESX-FUTURE,BID,3011.0,619
21:12:14,SP-FUTURE,BID,3067.0,230
21:12:14,ESX-FUTURE,BID,3011.0,362
21:12:15,SP-FUTURE,BID,3067.0,1842
21:12:16,SP-FUTURE,BID,3067.0,814
21:12:16,ESX-FUTURE,ASK,3010.0,900
21:12:16,ESX-FUTURE,BID,3010.0,1520
21:12:16,SP-FUTURE,BID,3066.0,1005
21:12:17,ESX-FUTURE,BID,3010.0,630
21:12:17,SP-FUTURE,BID,3066.0,580
21:12:18,SP-FUTURE,BID,3066.0,595
21:12:18,ESX-FUTURE,ASK,3009.0,896
21:12:19,ESX-FUTURE,ASK,3009.0,218
21:12:19,SP-FUTURE,ASK,3067.0,298
21:12:20,ESX-FUTURE,ASK,3010.0,1191
21:12:21,SP-FUTURE,ASK,3067.0,2155
21:12:21,ESX-FUTURE,BID,3012.0,208
21:12:22,SP-FUTURE,ASK,3067.0,820
21:12:22,ESX-FUTURE,BID,3012.0,529
21:12:23,SP-FUTURE,BID,3066.0,1011
21:12:24,SP-FUTURE,BID,3066.0,121
21:12:24,ESX-FUTURE,ASK,3011.0,60
21:12:25,SP-FUTURE,ASK,3067.0,749
21:12:25,ESX-FUTURE,BID,3012.0,315
21:12:26,ESX-FUTURE,ASK,3012.0,673
21:12:27,SP-FUTURE,BID,3067.0,488
21:12:27,SP-FUTURE,ASK,3067.0,684
21:12:28,ESX-FUTURE,BID,3012.0,710
21:12:28,SP-FUTURE,BID,3066.0,29
21:12:28,SP-FUTURE,BID,3066.0,45
21:12:29,ESX-FUTURE,ASK,3012.0,1813
21:12:30,SP-FUTURE,ASK,3069.0,958
21:12:30,ESX-FUTURE,BID,3012.0,1619
21:12:31,SP-FUTURE,ASK,3068.0,589
21:12:31,ESX-FUTURE,ASK,3013.0,385
21:12:32,SP-FUTURE,BID,3068.0,227
21:12:32,ESX-FUTURE,ASK,3013.0,372
21:12:33,SP-FUTURE,ASK,3068.0,152
21:12:34,ESX-FUTURE,BID,3012.0,295
21:12:34,SP-FUTURE,BID,3068.0,595
21:12:35,SP-FUTURE,ASK,3068.0,662
21:12:36,ESX-FUTURE,ASK,3013.0,629
21:12:36,SP-FUTURE,BID,3069.0,37
21:12:36,ESX-FUTURE,BID,3013.0,755
21:12:37,SP-FUTURE,ASK,3069.0,2656
21:12:37,ESX-FUTURE,BID,3013.0,116
21:12:38,SP-FUTURE,ASK,3068.0,72
21:12:38,SP-FUTURE,ASK,3068.0,43
21:12:38,ESX-FUTURE,BID,3013.0,380
21:12:39,SP-FUTURE,ASK,3068.0,207
21:12:39,ESX-FUTURE,ASK,3014.0,1467
21:12:40,SP-FUTURE,ASK,3069.0,36
21:12:40,ESX-FUTURE,ASK,3014.0,2444
21:12:41,ESX-FUTURE,BID,3013.0,53
21:12:41,SP-FUTURE,BID,3072.0,201
21:12:42,SP-FUTURE,ASK,3072.0,316
21:12:42,ESX-FUTURE,BID,3013.0,293
21:12:43,SP-FUTURE,ASK,3072.0,344
21:12:43,ESX-FUTURE,ASK,3014.0,229
21:12:44,SP-FUTURE,BID,3072.0,906
21:12:45,ESX-FUTURE,ASK,3013.0,1612
21:12:45,SP-FUTURE,ASK,3073.0,812
21:12:45,SP-FUTURE,BID,3072.0,300
21:12:46,ESX-FUTURE,BID,3013.0,670
21:12:46,SP-FUTURE,ASK,3072.0,2075
21:12:47,ESX-FUTURE,BID,3014.0,154
21:12:48,SP-FUTURE,ASK,3072.0,1573
21:12:48,ESX-FUTURE,BID,3014.0,55
21:12:48,SP-FUTURE,ASK,3072.0,5
21:12:49,ESX-FUTURE,BID,3014.0,624
21:12:50,SP-FUTURE,BID,3072.0,281
21:12:50,SP-FUTURE,BID,3072.0,101
21:12:51,ESX-FUTURE,BID,3014.0,353
21:12:52,ESX-FUTURE,BID,3014.0,114
21:12:52,ESX-FUTURE,ASK,3015.0,1789
21:12:52,SP-FUTURE,BID,3072.0,72
21:12:53,SP-FUTURE,BID,3072.0,415
21:12:53,SP-FUTURE,ASK,3073.0,84
21:12:53,ESX-FUTURE,BID,3014.0,165
21:12:53,SP-FUTURE,ASK,3073.0,1679
21:12:55,ESX-FUTURE,ASK,3015.0,781
21:12:55,SP-FUTURE,ASK,3073.0,154
21:12:56,SP-FUTURE,BID,3073.0,266
21:12:56,ESX-FUTURE,ASK,3015.0,57
21:12:57,SP-FUTURE,ASK,3073.0,698
21:12:57,ESX-FUTURE,ASK,3016.0,406
21:12:58,SP-FUTURE,ASK,3073.0,50
21:12:58,SP-FUTURE,ASK,3073.0,188
21:12:58,ESX-FUTURE,ASK,3016.0,117
21:12:59,ESX-FUTURE,ASK,3016.0,326
21:12:59,SP-FUTURE,ASK,3073.0,918
21:12:59,SP-FUTURE,BID,3073.0,143
21:13:00,ESX-FUTURE,ASK,3016.0,182
21:13:00,SP-FUTURE,BID,3073.0,1499
21:13:01,ESX-FUTURE,BID,3016.0,59
21:13:01,SP-FUTURE,ASK,3073.0,36
21:13:02,SP-FUTURE,BID,3073.0,770
21:13:03,ESX-FUTURE,ASK,3016.0,345
21:13:03,SP-FUTURE,BID,3073.0,18
21:13:04,ESX-FUTURE,BID,3016.0,2253
21:13:04,SP-FUTURE,ASK,3071.0,727
21:13:05,ESX-FUTURE,ASK,3016.0,213
21:13:05,ESX-FUTURE,BID,3016.0,653
21:13:06,SP-FUTURE,BID,3070.0,814
21:13:06,ESX-FUTURE,ASK,3016.0,655
21:13:07,SP-FUTURE,BID,3071.0,838
21:13:07,SP-FUTURE,ASK,3071.0,682
21:13:07,SP-FUTURE,BID,3071.0,1263
21:13:08,ESX-FUTURE,BID,3015.0,420
21:13:08,SP-FUTURE,BID,3071.0,237
21:13:09,ESX-FUTURE,ASK,3015.0,2106
21:13:09,SP-FUTURE,ASK,3072.0,134
21:13:10,SP-FUTURE,ASK,3072.0,117
21:13:10,ESX-FUTURE,ASK,3015.0,983
